bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
1005,0.12,1,L-TADs,998,X,1753550,1971649,218099,196759,96.56,Active,0.378808,0.071368,32057,0.12,0.060336,36879,32096,35557,36516,11.32627834,11.40062391,10.21805327,10.28512446,5,2,
1006,0.07,0,NonL-TADs,999,X,1971650,2013749,42099,40326,55.8,Active,0.218612,0.0726018,6195.86,0.07,0.020531,4977,4163,5013,5492,7.323036142,8.107772182,7.014626368,7.766313238,3,,4
1007,0.09,0,NonL-TADs,1000,X,2013750,2117549,103799,77609,75.39,Active,0.16957,0.0768917,14330.9,0.09,0.033939,19662,16929,18197,18996,15.2332412,14.91556636,11.3896725,11.15215166,3,,3
1008,0.07,0,NonL-TADs,1001,X,2117550,2165549,47999,47555,58.3,Active,0.166446,0.0698154,8531.04,0.07,0.020531,17062,14692,17607,17955,21.57408483,23.27451382,21.37452039,23.05922008,3,,3
1009,0.08,0,NonL-TADs,1002,X,2165550,2233549,67999,28923,65.47,Null,0.200502,0.0635311,7067.67,0.08,0.026816,3159,2288,2995,2783,6.084769979,6.217629308,2.588123385,2.644634369,3,,4
1010,0.1,1,L-TADs,1003,X,2233550,2339549,105999,58051,75.91,PcG,0.300288,0.0675194,8771.11,0.1,0.0419,1674,1703,1738,1807,1.879539611,1.900628163,1.029341352,1.040890626,4,2,
1011,0.1,0,NonL-TADs,1004,X,2339550,2480249,140699,104922,83.43,Null,0.182199,0.0509763,11264.7,0.1,0.0419,3331,2402,2963,3019,1.765409702,1.774477408,1.316500592,1.323262558,3,,4
1012,0.07,0,NonL-TADs,1005,X,2480250,2529949,49699,79119,58.98,Active,0.158615,0.0501022,5539.35,0.07,0.020531,20975,18348,20929,21579,16.05816742,16.72170312,25.56401835,26.62034304,3,,3
1013,0.1,0,NonL-TADs,1006,X,2529950,2636849,106899,55982,76.13,Active,0.193789,0.0552523,11321.8,0.1,0.0419,9899,8061,9281,9667,10.36544735,10.53429782,5.428287202,5.516712602,3,,4
1014,0.15,2,L-TADs,1007,X,2636850,3027849,390999,92030,117.3,Null,0.530207,0.0395841,11354.2,0.15,0.094275,237,207,196,206,0.1558775875,0.1359525185,0.03668913317,0.03199934086,6,4,
1015,0.07,0,NonL-TADs,1008,X,3027850,3068649,40799,40289,55.22,Null,0.385887,0.0335333,1118.52,0.07,0.020531,366,290,388,342,0.526074776,0.5639323365,0.5194986802,0.5568830095,5,,6
1016,0.14,1,L-TADs,1009,X,3068650,3375849,307199,203544,108.23,Null,0.694586,0.0388699,8747.98,0.14,0.082124,1542,1457,1642,1642,0.4760453074,0.5021523155,0.3154182339,0.3327162227,6,6,
1017,0.12,1,L-TADs,1010,X,3375850,3565849,189999,152627,92.22,Null,0.746937,0.0395224,5165.85,0.12,0.060336,1869,2090,2247,2272,0.8380776548,0.9215132827,0.6732313234,0.7402555161,6,6,
1018,0.13,1,L-TADs,1011,X,3565850,3830949,265099,207798,103.05,Null,0.779474,0.0559543,10095.5,0.13,0.070811,9199,7427,10139,10207,2.585095196,3.047391859,2.026328321,2.38869982,6,6,
1019,0.06,0,NonL-TADs,1012,X,3830950,3863349,32399,25526,51.14,Active,0.64323,0.0480288,1942.64,0.06,0.015084,4782,3565,4755,4771,10.5652013,11.61497925,8.323939888,9.151021958,6,,6
1020,0.1,1,L-TADs,1013,X,3863350,3999249,135899,17598,82.47,Null,0.752324,0.0470717,5069.51,0.1,0.0419,1018,819,897,916,3.372686471,3.20645476,0.4367400534,0.4152141728,6,6,
1021,0.12,2,L-TADs,1014,X,3999250,4216249,216999,115529,96.39,Null,0.818137,0.0503591,8896.41,0.12,0.060336,5189,4273,4925,4999,2.646196296,2.673538039,1.40881945,1.423376034,6,6,
1022,0.12,1,L-TADs,1015,X,4216250,4424149,207899,121090,95.03,PcG,0.835485,0.0576018,7390.18,0.12,0.060336,1193,1094,1258,1234,0.6102222137,0.640516593,0.3554216608,0.3730665095,6,6,
1023,0.06,1,L-TADs,1016,X,4424150,4449349,25199,19666,47.03,Active,0.735545,0.0645429,775.617,0.06,0.015084,4117,3949,4019,4004,13.25172182,12.69730008,10.34201203,9.9093259,6,6,
1024,0.1,0,NonL-TADs,1017,X,4449350,4579349,129999,70215,81.26,PcG,0.604209,0.0565643,6965.01,0.1,0.0419,5112,4515,4812,5110,4.429872221,4.398047835,2.392660544,2.375471571,6,,6
1025,0.12,1,L-TADs,1018,X,4579350,4804449,225099,65215,97.58,Null,0.743089,0.0661583,8270.15,0.12,0.060336,9740,6692,8461,7784,8.140911907,7.752876095,2.358560322,2.246139763,6,6,
1026,0.11,1,L-TADs,1019,X,4804450,4977649,173199,66991,89.41,Null,0.672123,0.0641258,6935.76,0.11,0.050699,4571,3762,4630,4314,4.018972632,4.155334176,1.554483545,1.607226322,6,6,
1027,0.12,0,NonL-TADs,1020,X,4977650,5182949,205299,180307,94.63,Null,0.367436,0.0628735,8924.46,0.12,0.060336,10,13,13,14,0.004121405783,0.004660599699,0.003619687931,0.004093243269,5,,6
1028,0.1,1,L-TADs,1021,X,5182950,5314749,131799,107808,81.63,Active,0.622902,0.0661792,11477.4,0.1,0.0419,14434,11947,13041,13252,7.906247258,7.590664182,6.467095383,6.208957003,6,5,
1029,0.12,3,L-TADs,1022,X,5314750,5507349,192599,109325,92.64,PcG,0.625014,0.0583658,16853.7,0.12,0.060336,11380,8499,9813,10113,5.874963535,5.672718934,3.334806455,3.220006321,6,5,
1030,0.08,0,NonL-TADs,1023,X,5507350,5560249,52899,47286,60.22,Active,0.349365,0.0607634,5576.35,0.08,0.026816,25050,20669,22834,23986,31.23879494,30.81693608,27.92411308,27.54701676,5,,6
1031,0.08,0,NonL-TADs,1024,X,5560250,5632049,71799,59051,66.67,Active,0.333244,0.0595828,6678.34,0.08,0.026816,90582,76550,82216,79584,91.44552999,85.27895832,75.20926463,70.13757528,4,,5
1032,0.06,1,L-TADs,1025,X,5632050,5658949,26899,24440,48.06,Active,0.325165,0.0545609,2405.37,0.06,0.015084,21353,18821,20626,21452,53.10971872,53.58515778,48.25463867,48.68661498,4,2,
1033,0.1,0,NonL-TADs,1026,X,5658950,5771349,112399,56573,77.41,Null,0.297608,0.0505617,10428.5,0.1,0.0419,14342,13286,14852,16307,15.77866899,17.14213567,7.941766748,8.628030864,4,,5
1034,0.07,0,NonL-TADs,1027,X,5771350,5813449,42099,42502,55.8,Active,0.313428,0.0447989,3767.55,0.07,0.020531,95459,85549,88994,88884,137.6000306,130.2577274,138.9172308,131.5046422,4,,5
1035,0.1,1,L-TADs,1028,X,5813450,5929349,115899,52012,78.21,PcG,0.433963,0.0450856,9088.67,0.1,0.0419,1456,1386,1562,1497,1.76543059,1.83048658,0.7922723736,0.8214675536,5,3,
1036,0.12,1,L-TADs,1029,X,5929350,6118449,189099,104032,92.07,Null,0.543708,0.0623527,10014.1,0.12,0.060336,15490,13725,14427,14891,9.073379386,8.771179904,4.991680571,4.825426828,6,4,
1037,0.09,0,NonL-TADs,1030,X,6118450,6195549,77099,62801,68.27,Active,0.237553,0.0423711,7499.7,0.09,0.033939,49463,42840,46742,48954,47.48750857,47.42614797,38.68095599,38.63097471,3,,4
1038,0.07,0,NonL-TADs,1031,X,6195550,6241649,46099,22380,57.52,Null,0.211631,0.0476219,6060.08,0.07,0.020531,3460,2863,3074,3307,9.128369837,8.873997225,4.431612767,4.308120738,3,,4
1039,0.06,0,NonL-TADs,1032,X,6241650,6268749,27099,20696,48.18,Active,0.23862,0.0523997,1959.26,0.06,0.015084,20250,18416,19638,20577,60.36329782,60.47728462,46.10055027,46.18760406,3,,4
1040,0.11,2,L-TADs,1033,X,6268750,6416849,148099,63116,84.87,Null,0.378692,0.0773147,7269.67,0.11,0.050699,53,16,47,36,0.0353215498,0.04092882256,0.01505313971,0.01744281571,5,2,
1041,0.1,0,NonL-TADs,1034,X,6416850,6549849,132999,130128,81.88,Null,0.180493,0.0724467,10816.4,0.1,0.0419,61210,49833,54192,54491,27.57087562,25.99450124,26.97571338,25.4333676,3,,4
1042,0.07,0,NonL-TADs,1035,X,6549850,6591349,41499,34831,55.54,Active,0.140504,0.0703499,4325.53,0.07,0.020531,17750,14902,16574,16779,30.28823542,29.80297279,25.42156504,25.01427373,2,,3
1043,0.07,0,NonL-TADs,1036,X,6591350,6636749,45399,39651,57.22,Null,0.133639,0.0652771,4685.27,0.07,0.020531,12624,12202,12785,13056,20.22938752,20.28363549,17.66813024,17.71550983,2,,3
1044,0.08,0,NonL-TADs,1037,X,6636750,6698149,61399,64240,63.28,Active,0.142589,0.0565065,7573.34,0.08,0.026816,12115,9313,12081,12724,10.77720721,12.0177821,11.27588057,12.57385824,2,,3
1045,0.08,0,NonL-TADs,1038,X,6698150,6770049,71899,64434,66.7,Active,0.189705,0.0449335,10227.1,0.08,0.026816,10082,7694,9771,9777,8.913516576,9.442301501,7.988060016,8.461943211,3,,4
1046,0.1,1,L-TADs,1039,X,6770050,6908249,138199,58022,82.93,Null,0.338671,0.0493767,9748.61,0.1,0.0419,5561,5189,5602,5520,5.986126596,5.965966662,2.513238427,2.504774402,4,2,
1047,0.09,0,NonL-TADs,1040,X,6908250,6992749,84499,66864,70.39,Null,0.313914,0.0567405,4721.65,0.09,0.033939,2143,1799,2240,2305,1.90482198,2.115593188,1.507284309,1.67406742,4,,5
1048,0.05,0,NonL-TADs,1041,X,6992750,7005949,13199,7416,37.91,Active,0.399118,0.0642217,1536.91,0.05,0.010475,1478,1376,1444,1509,12.43410056,12.3932255,6.986233028,6.963266938,5,,6
1049,0.11,1,L-TADs,1042,X,7005950,7181449,175499,58893,89.81,PcG,0.558597,0.0814991,8360.45,0.11,0.050699,3583,2908,3436,3485,3.561049897,3.657596538,1.194997758,1.227396355,6,4,
1050,0.15,1,L-TADs,1043,X,7181450,7573449,391999,114500,117.4,Null,0.601925,0.0645502,15516.5,0.15,0.094275,4776,3662,4567,4587,2.381026133,2.488261658,0.6954800706,0.7268027721,6,5,
1051,0.08,0,NonL-TADs,1044,X,7573450,7635649,62199,42461,63.56,Active,0.327743,0.0564846,5135.45,0.08,0.026816,10769,9281,10563,11029,15.25647798,15.82680603,10.41504384,10.80438609,4,,5
1052,0.11,1,L-TADs,1045,X,7635650,7788249,152599,48205,85.72,Null,0.381034,0.0436115,10875.8,0.11,0.050699,5049,4518,4752,4838,6.41229973,6.191803226,2.025602452,1.955949085,5,3,
1053,0.07,0,NonL-TADs,1046,X,7788250,7827649,39399,26888,54.58,Active,0.200217,0.0332769,4871.37,0.07,0.020531,50324,40373,44886,44470,108.9844534,103.43222,74.3768619,70.58771875,3,,4
1054,0.07,0,NonL-TADs,1047,X,7827650,7862849,35199,53150,52.57,Active,0.170998,0.0410249,4803.97,0.07,0.020531,35232,33873,32145,34052,42.00841833,38.7637394,63.43212688,58.53270687,3,,3
1055,0.09,0,NonL-TADs,1048,X,7862850,7952249,89399,55846,71.72,Null,0.129239,0.0326789,7830.34,0.09,0.033939,8660,5868,9248,8999,8.405119392,10.16927581,5.250531858,6.352569678,2,,3
1056,0.1,0,NonL-TADs,1049,X,7952250,8072649,120399,160932,79.21,Active,0.154436,0.0357095,15519.8,0.1,0.0419,39026,35174,38533,40599,14.89675326,15.303838,19.91182896,20.45596108,2,,3
1057,0.12,1,L-TADs,1050,X,8072650,8291549,218899,86225,96.67,Null,0.301769,0.0459891,15861,0.12,0.060336,24902,22624,22474,23753,17.80853476,16.68603434,7.01483748,6.572681057,4,2,
1058,0.07,0,NonL-TADs,1051,X,8291550,8333049,41499,23493,55.54,Active,0.253738,0.0566678,3463.09,0.07,0.020531,9568,7750,9792,10118,23.81712765,26.37687902,13.48311477,14.93221569,4,,5
1059,0.09,1,L-TADs,1052,X,8333050,8411449,78399,108022,68.65,Null,0.261752,0.0685255,8369.39,0.09,0.033939,2448,2297,2463,2489,1.419234404,1.426786687,1.955490999,1.965896905,4,1,
1060,0.08,0,NonL-TADs,1053,X,8411450,8468549,57099,33185,61.77,Active,0.186598,0.0792694,6454.55,0.08,0.026816,3440,2817,3196,3330,6.091923775,6.120626434,3.540525937,3.55720745,3,,4
1061,0.05,0,NonL-TADs,1054,X,8468550,8484949,16399,3662,40.75,Active,0.137432,0.079302,2276.45,0.05,0.010475,605,544,583,639,10.13752216,10.38588458,2.263772555,2.31923345,2,,3
1062,0.09,0,NonL-TADs,1055,X,8484950,8572349,87399,37281,71.19,PcG,0.106446,0.0854224,7552.73,0.09,0.033939,4186,2821,3799,3977,6.072600235,6.491713204,2.590334093,2.769111317,2,,2
1063,0.07,0,NonL-TADs,1056,X,8572350,8616349,43999,23089,56.63,Active,0.110118,0.0964441,3794.61,0.07,0.020531,12187,10664,11501,11317,31.97644758,30.7583531,16.78002223,16.14081262,2,,2
1064,0.11,0,NonL-TADs,1057,X,8616350,8799249,182899,87178,91.05,PcG,0.112098,0.095249,10820.5,0.11,0.050699,68575,58768,63575,65623,47.19525133,46.1253331,22.49540796,21.98543617,2,,2
1065,0.11,1,L-TADs,1058,X,8799250,8981349,182099,231494,90.92,Null,0.194167,0.103256,12333.4,0.11,0.050699,5974,6066,5842,6626,1.680416261,1.676284312,2.136235135,2.13098238,3,1,
1066,0.06,0,NonL-TADs,1059,X,8981350,9002749,21399,27287,44.53,Active,0.13217,0.0932676,2839.46,0.06,0.015084,28931,27748,27669,28787,67.11143359,64.39393126,85.57734887,82.1121175,2,,3
1067,0.07,0,NonL-TADs,1060,X,9002750,9051149,48399,24180,58.46,Active,0.103397,0.0897082,5078.41,0.07,0.020531,18298,16024,18666,18811,45.861306,48.23909464,22.91217544,24.10011175,2,,2
1068,0.1,0,NonL-TADs,1061,X,9051150,9177949,126799,85032,80.59,Active,0.0808106,0.0832915,16752.8,0.1,0.0419,19105,16482,19234,20211,13.52194334,14.43777244,9.067878188,9.682037447,1,,2
1069,0.13,0,NonL-TADs,1062,X,9177950,9447349,269399,206572,103.6,Null,0.0695906,0.0617111,19755.7,0.13,0.070811,17151,15073,17036,17395,5.040088034,5.187627791,3.864680512,3.977812271,1,,2
1070,0.06,0,NonL-TADs,1063,X,9447350,9471949,24599,23709,46.65,Active,0.102677,0.0639163,2110.66,0.06,0.015084,41084,43456,41052,40943,115.2070708,107.6377869,111.0388406,103.7434159,2,,2
1071,0.1,0,NonL-TADs,1064,X,9471950,9579949,107999,63925,76.39,Active,0.155257,0.0765727,11446.1,0.1,0.0419,19854,15827,19370,19608,18.03418035,18.97751925,10.67449679,11.23286251,3,,3
1072,0.15,1,L-TADs,1065,X,9579950,9980449,400499,188303,118.24,Null,0.50549,0.0854506,21967.9,0.15,0.094275,9779,8587,9445,9554,3.151283449,3.140249316,1.48164197,1.476454041,6,4,
1073,0.1,1,L-TADs,1066,X,9980450,10104849,124399,77670,80.08,Null,0.467838,0.0793651,4366.82,0.1,0.0419,123,119,184,145,0.1006681734,0.1318357575,0.06285337524,0.08231322829,5,3,
1074,0.13,0,NonL-TADs,1067,X,10104850,10353449,248599,206046,100.86,Null,0.24985,0.0843963,14894.4,0.13,0.070811,18966,17464,18675,18629,5.712485503,5.634843267,4.734672255,4.670320137,4,,5
1075,0.05,0,NonL-TADs,1068,X,10353450,10372349,18899,14828,42.73,Active,0.317347,0.0783107,991.331,0.05,0.010475,18472,11208,18082,18465,64.67127853,76.7113776,50.74055336,60.1871161,4,,5
1076,0.13,1,L-TADs,1069,X,10372350,10639549,267199,252707,103.32,Null,0.527608,0.0936638,16074.8,0.13,0.070811,13721,11675,13579,14469,3.246969237,3.454420902,3.070864243,3.267064408,6,4,
1077,0.06,0,NonL-TADs,1070,X,10639550,10660849,21299,15816,44.46,Active,0.390899,0.0913542,4215.24,0.06,0.015084,17326,15115,18729,19931,66.2716379,76.07742762,49.21133504,56.49282103,5,,6
1078,0.05,0,NonL-TADs,1071,X,10660850,10680649,19799,23556,43.39,Active,0.404427,0.0911324,2443.63,0.05,0.010475,33098,28664,31325,30099,84.71297485,81.15722246,100.7878598,96.55737827,5,,6
1079,0.14,1,L-TADs,1072,X,10680650,11049349,368699,292260,115.02,Active,0.64429,0.104013,59876.8,0.14,0.082124,88594,77541,82348,82953,18.36630886,17.60340687,14.5585896,13.95385312,6,5,
1080,0.11,1,L-TADs,1073,X,11049350,11219549,170199,38656,88.89,Null,0.548458,0.077367,16306.6,0.11,0.050699,2694,2395,2916,3209,4.253492446,4.931508733,0.9660632789,1.120055944,6,4,
1081,0.06,0,NonL-TADs,1074,X,11219550,11249149,29599,20381,49.62,Active,0.362594,0.0633379,4631.97,0.06,0.015084,7827,6358,7641,7923,22.48712732,23.76765634,15.48397385,16.36570843,5,,6
1082,0.05,0,NonL-TADs,1075,X,11249150,11263449,14299,12468,38.93,Active,0.320589,0.060305,2609.95,0.05,0.010475,6658,5736,6643,6855,32.11772874,33.69482897,28.00502426,29.38017537,4,,5
1083,0.09,0,NonL-TADs,1076,X,11263450,11348549,85099,77420,70.56,Null,0.293002,0.0588511,10584.5,0.09,0.033939,7747,5916,7998,8194,5.701945067,6.509354956,5.187423908,5.921976294,4,,5
1084,0.11,2,L-TADs,1077,X,11348550,11514249,165699,133716,88.1,Active,0.440876,0.0601277,22848.2,0.11,0.050699,32791,29632,30874,31496,15.083127,14.51720446,12.17180194,11.71511302,5,3,
1085,0.08,0,NonL-TADs,1078,X,11514250,11573849,59599,72267,62.66,Null,0.332313,0.0684919,7623.25,0.08,0.026816,15791,12275,14753,14713,12.54788767,12.69029694,15.21499015,15.38766907,4,,5
1086,0.05,1,L-TADs,1079,X,11573850,11588849,14999,0,39.56,Active,0.312034,0.0761633,2624.52,0.05,0.010475,0,0,0,0,0,0,0,0,4,2,
1087,0.06,0,NonL-TADs,1080,X,11588850,11609349,20499,17721,43.9,Active,0.299234,0.0803255,2560.98,0.06,0.015084,5167,4842,6721,7313,18.24872772,24.64812415,15.77568193,21.3078398,4,,5
1088,0.09,0,NonL-TADs,1081,X,11609350,11685349,75999,72630,67.95,Null,0.241991,0.0783917,9209.42,0.09,0.033939,15441,13077,13963,14245,12.68624657,12.08778918,12.12387122,11.55194316,4,,4
1089,0.08,0,NonL-TADs,1082,X,11685350,11747449,62099,51281,63.52,Active,0.27759,0.0746435,8280.17,0.08,0.026816,44527,39420,45084,44810,52.89064004,54.5588046,43.67678887,45.05434965,4,,5
1090,0.11,1,L-TADs,1083,X,11747450,11905449,157999,131154,86.72,Active,0.482659,0.0680896,24889.3,0.11,0.050699,12938,11947,13316,13859,6.130363577,6.448795995,5.088777173,5.353105969,5,4,
1091,0.15,2,L-TADs,1084,X,11930050,12358149,428099,205099,120.89,Null,0.588983,0.0835793,18319.5,0.15,0.094275,2395,2166,2497,2483,0.7184998089,0.7557121871,0.3442278359,0.3620560054,6,5,
1092,0.1,0,NonL-TADs,1085,X,12358150,12470449,112299,54445,77.39,Null,0.20887,0.0570774,7089.04,0.1,0.0419,2552,1740,2540,2410,2.547016971,2.829683243,1.234849277,1.37189204,3,,4
1093,0.07,0,NonL-TADs,1086,X,12470450,12506749,36299,30416,53.11,Active,0.177808,0.0591249,4530.7,0.07,0.020531,5938,4922,6416,6613,11.53606922,13.33213218,9.666411787,11.17138578,3,,3
1094,0.07,0,NonL-TADs,1087,X,12506750,12551549,44799,33939,56.97,Active,0.194459,0.0623872,4114.21,0.07,0.020531,4126,3704,4275,4485,7.454059376,8.033331532,5.647075184,6.085922428,3,,4
1095,0.09,0,NonL-TADs,1088,X,12551550,12655649,104099,91257,75.46,HP1/centro,0.255283,0.0633929,9280.35,0.09,0.033939,15375,12126,15353,15697,9.736714283,10.58975818,8.535560719,9.283370276,4,,5
1096,0.11,1,L-TADs,1089,X,12655650,12809449,153799,71677,85.94,Null,0.476143,0.0551695,7309.38,0.11,0.050699,6564,6018,6183,6277,5.6715268,5.410393449,2.643177306,2.521477846,5,4,
1097,0.13,3,L-TADs,1090,X,12809450,13105649,296199,168532,106.93,Null,0.508646,0.0461415,14590.6,0.13,0.070811,16105,14266,16189,16657,5.822464439,6.065837058,3.312879439,3.451354161,6,4,
1098,0.07,0,NonL-TADs,1091,X,13105650,13151749,46099,47032,57.52,Null,0.251524,0.0603689,2950.69,0.07,0.020531,5058,4374,4568,4356,6.479484757,5.905500907,6.610623378,6.02502264,4,,5
1099,0.06,0,NonL-TADs,1092,X,13151750,13181349,29599,27654,49.62,HP1/centro,0.203663,0.0704184,3911.92,0.06,0.015084,11655,9540,11175,12278,24.76313299,26.3955716,23.13590593,24.66107426,3,,4
1100,0.05,0,NonL-TADs,1093,X,13181350,13196649,15299,11069,39.82,Active,0.186696,0.0752759,0,0.05,0.010475,6913,5722,6704,6769,36.88051581,37.88319055,26.68347144,27.40891798,3,,4
1101,0.07,0,NonL-TADs,1094,X,13196650,13230749,34099,17212,52.02,Active,0.180747,0.0798272,3941.2,0.07,0.020531,37700,36626,35092,35962,139.5209906,128.4836366,70.42538758,64.85411165,3,,4
1102,0.07,0,NonL-TADs,1095,X,13230750,13266849,36099,23287,53.01,Null,0.202323,0.0757745,3429.47,0.07,0.020531,2944,2733,2696,2841,7.876539924,7.40033886,5.081054467,4.773863294,3,,4
1103,0.05,0,NonL-TADs,1096,X,13266850,13281649,14799,7547,39.38,Active,0.243062,0.0651545,2242.1,0.05,0.010475,2374,2180,2369,2399,19.49614759,19.66312422,9.942389747,10.0275423,4,,4
1104,0.12,1,L-TADs,1097,X,13281650,13499749,218099,146182,96.56,Null,0.372812,0.0512961,13843.7,0.12,0.060336,11243,10324,11404,12303,4.766789418,5.047465119,3.194965638,3.383090001,5,2,
1105,0.05,0,NonL-TADs,1098,X,13499750,13519249,19499,52783,43.17,Active,0.2548,0.0590239,1577.04,0.05,0.010475,11176,8314,10542,10727,11.93020473,12.54133091,32.29457901,33.94887273,4,,5
1106,0.1,0,NonL-TADs,1099,X,13519250,13634449,115199,96844,78.05,Active,0.219878,0.0755247,15196.1,0.1,0.0419,9992,8975,9623,10022,6.327848208,6.313496445,5.319613294,5.30754824,3,,4
1107,0.07,0,NonL-TADs,1100,X,13634450,13676449,41999,28762,55.76,Active,0.26513,0.0705742,4893.77,0.07,0.020531,10650,9820,10749,10974,22.99476038,23.50668277,15.74740585,16.09798352,4,,5
1108,0.15,1,L-TADs,1101,X,13676450,14094749,418299,215542,119.96,Null,0.637351,0.0640733,23744.6,0.15,0.094275,29369,26286,28702,29885,8.342618927,8.459797702,4.298802456,4.359182585,6,5,
1109,0.15,1,L-TADs,1102,X,14094750,14473649,378899,250710,116.07,Null,0.750227,0.0402983,9929,0.15,0.094275,6052,4637,5845,6156,1.377512498,1.489828936,0.9114728684,0.9857904415,6,6,
1110,0.13,1,L-TADs,1103,X,14473650,14719749,246099,183563,100.52,Null,0.844569,0.0399915,7252.58,0.13,0.070811,1532,1408,1583,1568,0.5174785007,0.5342615041,0.385982495,0.3985007841,6,6,
1111,0.05,1,L-TADs,1104,X,14719750,14734749,14999,105034,39.56,Active,0.818253,0.042508,863.545,0.05,0.010475,5767,5437,6024,6154,3.446460638,3.608582934,24.13464542,25.26994465,6,6,
1112,0.1,1,L-TADs,1105,X,14734750,14850849,116099,71894,78.25,Null,0.816642,0.0425596,5666.65,0.1,0.0419,167,163,170,189,0.1483035067,0.1554148191,0.09183655595,0.09624021747,6,6,
1113,0.1,0,NonL-TADs,1106,X,14850850,14977749,126899,121849,80.61,Null,0.506255,0.0421956,6329.61,0.1,0.0419,9064,9132,8872,9536,4.824853004,4.701920291,4.632845914,4.514805361,6,,6
1114,0.08,1,L-TADs,1107,X,14977750,15033049,55299,40693,61.11,Null,0.53061,0.0404079,4095.72,0.08,0.026816,31287,26560,31091,29431,45.92945162,46.28968111,33.79820928,34.06329216,6,4,
1115,0.11,0,NonL-TADs,1108,X,15033050,15185849,152799,35849,85.76,Null,0.36986,0.0411791,5687.79,0.11,0.050699,2,2,3,3,0.003605064783,0.005209125622,0.0008458037513,0.001222141142,5,,6
1116,0.06,0,NonL-TADs,1109,X,15185850,15214149,28299,27482,48.88,Null,0.452494,0.0395687,1376.22,0.06,0.015084,3589,2792,3578,3572,7.501887325,8.097451075,7.285305752,7.86367541,5,,6
1117,0.1,1,L-TADs,1110,X,15214150,15342849,128699,108469,80.99,Null,0.568627,0.0531536,9209.85,0.1,0.0419,5371,4765,5200,5484,3.019194511,3.065623871,2.544611919,2.583743119,6,5,
1118,0.11,1,L-TADs,1111,X,15342850,15488249,145399,87714,84.35,Active,0.549412,0.0629353,18351.3,0.11,0.050699,9042,7505,8628,8860,6.095094986,6.205286735,3.676952122,3.743426851,6,4,
1119,0.09,0,NonL-TADs,1112,X,15488250,15593149,104899,32223,75.65,Null,0.244677,0.0543517,11022.1,0.09,0.033939,799,753,680,746,1.556165824,1.377349578,0.4780248748,0.4230958871,4,,4
1120,0.09,0,NonL-TADs,1113,X,15593150,15698349,105199,93321,75.72,Active,0.145791,0.0571943,17235.2,0.09,0.033939,49796,47247,48634,49553,33.59811851,32.74652596,29.80456104,29.04912166,2,,3
1121,0.11,0,NonL-TADs,1114,X,15698350,15880749,182399,151787,90.97,Active,0.113031,0.0615494,34927.3,0.11,0.050699,111430,104881,106543,107898,46.04411768,43.97074991,38.31653951,36.59114478,2,,2
1122,0.05,0,NonL-TADs,1115,X,15880750,15899849,19099,16725,42.88,Active,0.109424,0.0516421,0,0.05,0.010475,12759,12016,12329,12576,47.86054771,46.34587071,41.91149592,40.58509281,2,,2
